year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2021,4,AA,"American Airlines Inc.",SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",181,23,10,1,9,0,2,1,1,976,456,191,273,0,56
2021,4,AA,"American Airlines Inc.",STL,"St. Louis, MO: St Louis Lambert International",280,39,21,0,10,1,7,1,0,2818,1799,3,322,23,671
2021,4,AA,"American Airlines Inc.",STT,"Charlotte Amalie, VI: Cyril E King",236,23,12,1,7,1,1,0,1,1443,1048,35,235,22,103
2021,4,AA,"American Airlines Inc.",STX,"Christiansted, VI: Henry E. Rohlsen",65,10,8,0,1,1,0,1,0,674,584,0,29,61,0
2021,4,AA,"American Airlines Inc.",SYR,"Syracuse, NY: Syracuse Hancock International",29,2,2,0,0,0,0,0,1,128,128,0,0,0,0
2021,4,AA,"American Airlines Inc.",TPA,"Tampa, FL: Tampa International",749,81,28,1,30,2,20,7,3,5286,1303,42,1925,42,1974
2021,4,AA,"American Airlines Inc.",TUL,"Tulsa, OK: Tulsa International",120,14,7,2,1,0,4,1,2,1090,366,167,48,0,509
2021,4,AA,"American Airlines Inc.",TUS,"Tucson, AZ: Tucson International",212,43,21,2,13,0,7,1,0,2667,1887,42,384,30,324
2021,4,AA,"American Airlines Inc.",VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",54,5,3,0,2,0,0,0,0,151,93,0,58,0,0
2021,3,AA,"American Airlines Inc.",ABQ,"Albuquerque, NM: Albuquerque International Sunport",28,3,1,0,2,0,0,0,0,123,35,0,83,0,5
2021,3,AA,"American Airlines Inc.",ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",427,48,29,1,12,0,6,1,0,2149,1375,33,371,0,370
2021,3,AA,"American Airlines Inc.",AUS,"Austin, TX: Austin - Bergstrom International",572,48,26,0,10,1,11,5,0,2465,1209,0,233,27,996
2021,3,AA,"American Airlines Inc.",BDL,"Hartford, CT: Bradley International",150,17,11,0,2,2,2,2,0,844,578,0,67,55,144
2021,3,AA,"American Airlines Inc.",BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",28,6,1,1,0,0,4,1,0,1094,36,704,6,0,348
2021,3,AA,"American Airlines Inc.",BNA,"Nashville, TN: Nashville International",454,42,20,2,12,0,8,3,3,2451,1133,95,459,0,764
2021,3,AA,"American Airlines Inc.",BOI,"Boise, ID: Boise Air Terminal",28,2,0,0,1,0,1,0,0,853,182,0,29,0,642
2021,3,AA,"American Airlines Inc.",BOS,"Boston, MA: Logan International",758,42,25,1,6,0,11,2,0,3262,2011,31,164,0,1056
2021,3,AA,"American Airlines Inc.",BUR,"Burbank, CA: Bob Hope",59,12,3,0,5,0,3,1,0,1331,164,0,132,0,1035
2021,3,AA,"American Airlines Inc.",BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",238,21,12,0,3,1,5,0,1,992,485,0,219,74,214
2021,3,AA,"American Airlines Inc.",BZN,"Bozeman, MT: Bozeman Yellowstone International",93,3,2,0,1,0,0,0,0,65,42,0,23,0,0
2021,3,AA,"American Airlines Inc.",CHS,"Charleston, SC: Charleston AFB/International",87,14,6,1,3,1,3,1,0,560,170,63,76,16,235
2021,3,AA,"American Airlines Inc.",CLE,"Cleveland, OH: Cleveland-Hopkins International",76,17,11,0,3,1,3,0,1,1610,1159,0,115,15,321
2021,3,AA,"American Airlines Inc.",CLT,"Charlotte, NC: Charlotte Douglas International",6192,499,199,9,164,7,119,23,22,39655,19548,544,6539,212,12812
2021,3,AA,"American Airlines Inc.",CMH,"Columbus, OH: John Glenn Columbus International",116,14,9,0,2,0,3,2,0,666,447,0,59,0,160
2021,3,AA,"American Airlines Inc.",COS,"Colorado Springs, CO: City of Colorado Springs Municipal",89,13,6,1,4,0,2,1,0,1452,1051,184,129,0,88
2021,3,AA,"American Airlines Inc.",CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",25,1,0,0,0,0,0,0,0,17,7,0,8,0,2
2021,3,AA,"American Airlines Inc.",DCA,"Washington, DC: Ronald Reagan Washington National",1004,50,24,0,12,1,13,2,0,2884,1248,3,415,17,1201
2021,3,AA,"American Airlines Inc.",DEN,"Denver, CO: Denver International",691,75,23,9,25,3,15,33,4,8572,1452,2992,792,92,3244
2021,3,AA,"American Airlines Inc.",DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",9411,1165,293,56,573,7,236,119,28,104531,34110,6350,35642,319,28110
2021,3,AA,"American Airlines Inc.",DSM,"Des Moines, IA: Des Moines International",59,5,3,0,1,0,2,0,0,297,169,0,17,0,111
2021,3,AA,"American Airlines Inc.",DTW,"Detroit, MI: Detroit Metro Wayne County",205,19,13,0,0,0,5,2,0,701,433,0,2,10,256
2021,3,AA,"American Airlines Inc.",EGE,"Eagle, CO: Eagle County Regional",199,26,10,2,13,0,2,3,2,3160,564,294,1765,0,537
2021,3,AA,"American Airlines Inc.",ELP,"El Paso, TX: El Paso International",111,21,11,2,3,0,6,0,0,1167,534,209,118,0,306
2021,3,AA,"American Airlines Inc.",EWR,"Newark, NJ: Newark Liberty International",357,28,15,0,4,1,7,1,0,2254,1055,0,115,23,1061
2021,3,AA,"American Airlines Inc.",EYW,"Key West, FL: Key West International",112,14,3,0,10,0,1,0,1,585,187,0,283,0,115
2021,3,AA,"American Airlines Inc.",FAT,"Fresno, CA: Fresno Yosemite International",90,12,7,0,3,0,2,1,0,718,489,0,121,0,108
2021,3,AA,"American Airlines Inc.",FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",551,71,33,1,22,2,14,2,0,3548,1694,18,661,50,1125
2021,3,AA,"American Airlines Inc.",GEG,"Spokane, WA: Spokane International",118,8,4,0,2,0,2,1,0,506,150,0,37,0,319
2021,3,AA,"American Airlines Inc.",GRR,"Grand Rapids, MI: Gerald R. Ford International",118,15,7,2,3,0,3,0,0,922,303,211,77,0,331
2021,3,AA,"American Airlines Inc.",GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",31,2,1,0,1,0,1,0,0,56,15,0,17,0,24
2021,3,AA,"American Airlines Inc.",HDN,"Hayden, CO: Yampa Valley",42,5,3,0,1,0,1,0,0,191,155,0,22,0,14
2021,3,AA,"American Airlines Inc.",HNL,"Honolulu, HI: Daniel K Inouye International",273,19,12,0,4,1,2,0,0,1221,800,0,104,24,293
2021,3,AA,"American Airlines Inc.",IAD,"Washington, DC: Washington Dulles International",58,5,3,0,1,0,1,2,0,110,69,0,22,0,19
2021,3,AA,"American Airlines Inc.",IAH,"Houston, TX: George Bush Intercontinental/Houston",361,38,24,0,7,0,7,4,0,2112,1283,0,233,0,596
2021,3,AA,"American Airlines Inc.",IND,"Indianapolis, IN: Indianapolis International",144,10,4,0,2,0,4,0,0,238,91,0,44,0,103
2021,3,AA,"American Airlines Inc.",JAC,"Jackson, WY: Jackson Hole",105,10,7,0,2,0,1,0,2,373,256,0,67,0,50
2021,3,AA,"American Airlines Inc.",JAX,"Jacksonville, FL: Jacksonville International",288,37,17,2,11,0,6,0,0,1854,831,108,411,9,495
2021,3,AA,"American Airlines Inc.",JFK,"New York, NY: John F. Kennedy International",450,39,22,2,9,1,5,1,0,2165,1072,83,238,73,699
2021,3,AA,"American Airlines Inc.",KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",97,8,6,0,2,0,0,0,1,295,232,0,63,0,0
2021,3,AA,"American Airlines Inc.",LAS,"Las Vegas, NV: McCarran International",910,94,52,1,23,0,18,3,0,5216,2844,44,749,0,1579
2021,3,AA,"American Airlines Inc.",LAX,"Los Angeles, CA: Los Angeles International",1489,129,74,2,30,2,20,2,4,8096,5210,106,964,56,1760
2021,3,AA,"American Airlines Inc.",LGA,"New York, NY: LaGuardia",672,45,26,4,7,1,8,1,3,3164,2178,375,235,25,351
2021,3,AA,"American Airlines Inc.",LIH,"Lihue, HI: Lihue Airport",28,2,1,0,1,0,0,0,0,160,96,0,53,0,11
2021,3,AA,"American Airlines Inc.",MCI,"Kansas City, MO: Kansas City International",202,21,15,0,3,0,2,3,1,1986,1789,3,74,0,120
2021,3,AA,"American Airlines Inc.",MCO,"Orlando, FL: Orlando International",975,91,46,1,28,0,15,1,0,3995,1944,86,843,26,1096
2021,3,AA,"American Airlines Inc.",MEM,"Memphis, TN: Memphis International",158,15,8,1,5,0,1,5,0,755,405,98,204,0,48
2021,3,AA,"American Airlines Inc.",MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",59,17,7,0,4,0,6,1,0,1147,342,0,107,0,698
2021,3,AA,"American Airlines Inc.",MIA,"Miami, FL: Miami International",3132,277,134,6,79,3,54,5,4,20994,11116,607,2508,170,6593
2021,3,AA,"American Airlines Inc.",MKE,"Milwaukee, WI: General Mitchell International",31,2,1,0,1,0,0,0,0,106,86,0,18,0,2
2021,3,AA,"American Airlines Inc.",MSP,"Minneapolis, MN: Minneapolis-St Paul International",237,33,13,2,6,0,12,1,0,1877,708,61,205,0,903
2021,3,AA,"American Airlines Inc.",MSY,"New Orleans, LA: Louis Armstrong New Orleans International",398,59,24,1,25,0,9,2,2,3007,1178,55,1287,11,476
2021,3,AA,"American Airlines Inc.",MTJ,"Montrose/Delta, CO: Montrose Regional",129,7,4,0,2,0,1,0,0,506,164,0,129,0,213
2021,3,AA,"American Airlines Inc.",MYR,"Myrtle Beach, SC: Myrtle Beach International",79,7,3,0,2,0,1,0,0,458,147,0,85,0,226
2021,3,AA,"American Airlines Inc.",OGG,"Kahului, HI: Kahului Airport",212,16,8,0,7,0,1,0,0,853,517,0,261,0,75
2021,3,AA,"American Airlines Inc.",OKC,"Oklahoma City, OK: Will Rogers World",86,12,6,0,2,0,3,2,0,353,171,0,46,0,136
2021,3,AA,"American Airlines Inc.",OMA,"Omaha, NE: Eppley Airfield",62,3,3,0,0,0,0,0,2,73,71,0,1,0,1
2021,3,AA,"American Airlines Inc.",ONT,"Ontario, CA: Ontario International",152,21,12,0,5,0,4,1,0,1168,775,0,182,0,211
2021,3,AA,"American Airlines Inc.",ORD,"Chicago, IL: Chicago O'Hare International",2286,188,76,6,53,4,48,8,2,15947,5940,806,3045,165,5991
2021,3,AA,"American Airlines Inc.",ORF,"Norfolk, VA: Norfolk International",148,21,9,0,6,0,5,2,0,852,386,0,156,14,296
2021,3,AA,"American Airlines Inc.",PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",424,56,19,2,22,0,12,0,0,2885,986,131,762,5,1001
2021,3,AA,"American Airlines Inc.",PDX,"Portland, OR: Portland International",240,12,8,0,4,0,0,0,0,453,364,0,89,0,0
2021,3,AA,"American Airlines Inc.",PHL,"Philadelphia, PA: Philadelphia International",1389,144,59,3,48,2,32,2,1,9053,4902,199,1438,57,2457
2021,3,AA,"American Airlines Inc.",PHX,"Phoenix, AZ: Phoenix Sky Harbor International",3275,254,123,7,79,0,45,8,4,25769,18948,341,2364,3,4113
2021,3,AA,"American Airlines Inc.",PIT,"Pittsburgh, PA: Pittsburgh International",120,21,11,0,1,0,9,1,0,1219,480,0,69,0,670
2021,3,AA,"American Airlines Inc.",PNS,"Pensacola, FL: Pensacola International",28,2,0,0,0,0,1,1,2,46,6,0,7,0,33
2021,3,AA,"American Airlines Inc.",PSP,"Palm Springs, CA: Palm Springs International",124,17,8,0,8,0,1,2,0,711,436,0,242,0,33
2021,3,AA,"American Airlines Inc.",PVD,"Providence, RI: Theodore Francis Green State",34,2,2,0,0,0,0,0,0,159,159,0,0,0,0
2021,3,AA,"American Airlines Inc.",PWM,"Portland, ME: Portland International Jetport",54,5,2,0,1,0,2,0,1,237,50,0,13,0,174
2021,3,AA,"American Airlines Inc.",RDU,"Raleigh/Durham, NC: Raleigh-Durham International",342,28,14,1,4,0,9,1,0,1643,771,53,142,0,677
2021,3,AA,"American Airlines Inc.",RIC,"Richmond, VA: Richmond International",87,11,6,0,3,0,2,2,1,320,202,0,72,0,46
2021,3,AA,"American Airlines Inc.",RNO,"Reno, NV: Reno/Tahoe International",170,16,8,0,1,0,7,1,0,979,528,0,28,0,423
2021,3,AA,"American Airlines Inc.",RSW,"Fort Myers, FL: Southwest Florida International",464,53,26,0,15,1,11,1,0,2355,1270,0,466,28,591
2021,3,AA,"American Airlines Inc.",SAN,"San Diego, CA: San Diego International",517,54,20,1,25,1,8,4,1,2388,782,24,725,17,840
2021,3,AA,"American Airlines Inc.",SAT,"San Antonio, TX: San Antonio International",486,36,19,0,6,0,11,5,0,1909,1007,0,210,0,692
2021,3,AA,"American Airlines Inc.",SAV,"Savannah, GA: Savannah/Hilton Head International",87,16,8,0,3,0,5,1,0,934,391,16,95,0,432
2021,3,AA,"American Airlines Inc.",SEA,"Seattle, WA: Seattle/Tacoma International",375,40,20,0,10,0,10,2,0,2256,1176,6,251,12,811
2021,3,AA,"American Airlines Inc.",SFO,"San Francisco, CA: San Francisco International",586,52,29,0,14,0,8,1,2,2831,1894,20,394,23,500
2021,3,AA,"American Airlines Inc.",SJC,"San Jose, CA: Norman Y. Mineta San Jose International",173,12,5,0,4,0,3,0,0,592,241,0,116,0,235
2021,3,AA,"American Airlines Inc.",SJU,"San Juan, PR: Luis Munoz Marin International",378,44,25,1,10,2,7,0,0,2976,1740,12,308,61,855
2021,3,AA,"American Airlines Inc.",SLC,"Salt Lake City, UT: Salt Lake City International",292,35,16,0,8,0,11,3,0,2095,916,0,248,0,931
2021,3,AA,"American Airlines Inc.",SMF,"Sacramento, CA: Sacramento International",228,16,8,2,1,0,5,1,0,907,489,175,50,2,191
2021,3,AA,"American Airlines Inc.",SNA,"Santa Ana, CA: John Wayne Airport-Orange County",387,21,11,0,5,0,5,5,0,653,313,0,146,0,194
2021,3,AA,"American Airlines Inc.",SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",116,15,8,0,4,0,3,0,0,865,455,0,150,0,260
2021,3,AA,"American Airlines Inc.",STL,"St. Louis, MO: St Louis Lambert International",216,17,7,0,4,1,5,1,0,893,490,0,131,16,256
2021,3,AA,"American Airlines Inc.",STT,"Charlotte Amalie, VI: Cyril E King",246,18,12,1,5,0,0,1,0,804,631,41,132,0,0
2021,3,AA,"American Airlines Inc.",STX,"Christiansted, VI: Henry E. Rohlsen",93,4,3,1,0,0,0,0,0,244,228,10,0,0,6
2021,3,AA,"American Airlines Inc.",TPA,"Tampa, FL: Tampa International",655,66,35,2,15,1,14,2,0,3676,2027,90,518,32,1009
2021,3,AA,"American Airlines Inc.",TUL,"Tulsa, OK: Tulsa International",147,20,11,1,4,0,4,0,0,1401,455,81,166,0,699
2021,3,AA,"American Airlines Inc.",TUS,"Tucson, AZ: Tucson International",175,26,17,0,4,0,4,1,0,1952,1535,0,168,0,249
2021,2,AA,"American Airlines Inc.",ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",320,43,25,3,9,0,6,23,0,2447,1375,356,394,0,322
2021,2,AA,"American Airlines Inc.",AUS,"Austin, TX: Austin - Bergstrom International",361,32,19,1,8,0,4,52,1,2428,1937,9,209,0,273
2021,2,AA,"American Airlines Inc.",BDL,"Hartford, CT: Bradley International",96,8,5,0,1,0,2,6,0,287,153,13,30,0,91
2021,2,AA,"American Airlines Inc.",BNA,"Nashville, TN: Nashville International",240,16,7,4,3,0,2,34,0,1006,531,186,112,0,177
2021,2,AA,"American Airlines Inc.",BOS,"Boston, MA: Logan International",558,45,13,11,14,1,6,40,0,5593,1407,2691,458,15,1022
2021,2,AA,"American Airlines Inc.",BUF,"Buffalo, NY: Buffalo Niagara International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,AA,"American Airlines Inc.",BUR,"Burbank, CA: Bob Hope",28,4,2,0,1,0,1,4,0,117,76,3,19,0,19
2021,2,AA,"American Airlines Inc.",BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",208,24,11,2,2,2,7,16,0,2065,979,424,135,39,488
2021,2,AA,"American Airlines Inc.",BZN,"Bozeman, MT: Bozeman Yellowstone International",83,30,8,4,17,1,1,6,0,1194,463,146,538,22,25
2021,2,AA,"American Airlines Inc.",CHS,"Charleston, SC: Charleston AFB/International",28,4,2,0,0,0,2,0,0,211,135,0,11,0,65
2021,2,AA,"American Airlines Inc.",CLE,"Cleveland, OH: Cleveland-Hopkins International",112,9,7,1,1,0,0,8,0,758,405,128,88,0,137
2021,2,AA,"American Airlines Inc.",CLT,"Charlotte, NC: Charlotte Douglas International",4619,529,178,41,204,6,100,122,8,42835,23442,5601,6697,218,6877
2021,2,AA,"American Airlines Inc.",CMH,"Columbus, OH: John Glenn Columbus International",116,6,5,0,1,0,1,9,0,397,343,0,29,0,25
2021,2,AA,"American Airlines Inc.",COS,"Colorado Springs, CO: City of Colorado Springs Municipal",84,10,5,2,1,0,2,10,0,777,300,35,81,0,361
2021,2,AA,"American Airlines Inc.",CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",24,1,0,0,0,0,1,1,0,15,0,0,0,0,15
2021,2,AA,"American Airlines Inc.",DCA,"Washington, DC: Ronald Reagan Washington National",704,56,24,6,18,0,8,56,1,4600,3071,542,603,4,380
2021,2,AA,"American Airlines Inc.",DEN,"Denver, CO: Denver International",494,81,30,10,29,0,11,25,0,5117,2629,624,1214,0,650
2021,2,AA,"American Airlines Inc.",DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",6890,1036,196,61,592,3,184,859,30,77341,22253,5924,25404,158,23602
2021,2,AA,"American Airlines Inc.",DSM,"Des Moines, IA: Des Moines International",24,1,1,0,0,0,0,0,0,31,31,0,0,0,0
2021,2,AA,"American Airlines Inc.",DTW,"Detroit, MI: Detroit Metro Wayne County",165,17,5,4,4,0,3,14,1,2159,994,831,196,0,138
2021,2,AA,"American Airlines Inc.",EGE,"Eagle, CO: Eagle County Regional",196,47,12,9,21,0,4,17,1,4150,745,1912,969,0,524
2021,2,AA,"American Airlines Inc.",ELP,"El Paso, TX: El Paso International",36,4,1,1,2,0,0,3,0,254,32,51,131,0,40
2021,2,AA,"American Airlines Inc.",EWR,"Newark, NJ: Newark Liberty International",252,29,7,7,9,0,5,16,0,6789,346,4526,323,0,1594
2021,2,AA,"American Airlines Inc.",EYW,"Key West, FL: Key West International",105,29,10,2,14,0,2,9,0,1798,495,267,664,0,372
2021,2,AA,"American Airlines Inc.",FAT,"Fresno, CA: Fresno Yosemite International",55,6,3,2,1,0,0,5,0,267,141,88,38,0,0
2021,2,AA,"American Airlines Inc.",FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",416,80,30,8,31,0,11,11,0,5072,1496,1615,1147,5,809
2021,2,AA,"American Airlines Inc.",GEG,"Spokane, WA: Spokane International",56,5,2,0,3,0,0,0,0,178,107,0,71,0,0
2021,2,AA,"American Airlines Inc.",GRR,"Grand Rapids, MI: Gerald R. Ford International",53,5,5,0,0,0,0,0,0,221,198,0,23,0,0
2021,2,AA,"American Airlines Inc.",GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",19,5,2,0,0,0,2,4,0,511,85,70,55,0,301
2021,2,AA,"American Airlines Inc.",HDN,"Hayden, CO: Yampa Valley",50,11,1,1,6,0,2,2,0,673,141,112,259,0,161
2021,2,AA,"American Airlines Inc.",HNL,"Honolulu, HI: Daniel K Inouye International",160,16,8,5,1,0,2,5,0,1380,321,554,126,0,379
2021,2,AA,"American Airlines Inc.",IAD,"Washington, DC: Washington Dulles International",37,2,1,0,0,0,1,5,0,113,50,0,7,0,56
2021,2,AA,"American Airlines Inc.",IAH,"Houston, TX: George Bush Intercontinental/Houston",233,32,18,2,5,0,7,33,0,1703,1039,76,163,0,425
2021,2,AA,"American Airlines Inc.",IND,"Indianapolis, IN: Indianapolis International",116,11,7,1,1,0,2,13,0,773,535,81,52,0,105
2021,2,AA,"American Airlines Inc.",JAC,"Jackson, WY: Jackson Hole",93,25,7,3,14,0,1,5,4,1412,360,167,708,0,177
2021,2,AA,"American Airlines Inc.",JAX,"Jacksonville, FL: Jacksonville International",208,31,13,5,12,0,2,16,0,1637,605,485,379,0,168
2021,2,AA,"American Airlines Inc.",JFK,"New York, NY: John F. Kennedy International",316,40,23,3,3,2,8,18,1,5446,1469,3121,131,96,629
2021,2,AA,"American Airlines Inc.",KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",84,8,7,1,0,0,0,3,0,582,559,19,4,0,0
2021,2,AA,"American Airlines Inc.",LAS,"Las Vegas, NV: McCarran International",650,83,34,12,30,0,7,31,2,3741,1586,775,1005,0,375
2021,2,AA,"American Airlines Inc.",LAX,"Los Angeles, CA: Los Angeles International",1101,141,65,22,38,1,15,28,3,9617,5337,1408,1463,25,1384
2021,2,AA,"American Airlines Inc.",LGA,"New York, NY: LaGuardia",518,41,15,13,9,1,4,44,2,6916,943,3980,302,19,1672
2021,2,AA,"American Airlines Inc.",MCI,"Kansas City, MO: Kansas City International",62,6,3,0,2,0,1,5,0,321,136,31,47,0,107
2021,2,AA,"American Airlines Inc.",MCO,"Orlando, FL: Orlando International",720,97,28,11,45,1,11,26,1,5165,2019,856,1523,26,741
2021,2,AA,"American Airlines Inc.",MEM,"Memphis, TN: Memphis International",56,7,3,1,1,0,2,10,0,209,115,20,23,0,51
2021,2,AA,"American Airlines Inc.",MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",37,4,2,1,1,0,0,4,0,1030,152,674,41,0,163
2021,2,AA,"American Airlines Inc.",MIA,"Miami, FL: Miami International",2205,298,93,33,131,5,36,50,0,23707,9082,2742,5185,287,6411
2021,2,AA,"American Airlines Inc.",MKE,"Milwaukee, WI: General Mitchell International",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,AA,"American Airlines Inc.",MSP,"Minneapolis, MN: Minneapolis-St Paul International",189,16,10,2,3,0,1,11,0,964,572,204,112,0,76
2021,2,AA,"American Airlines Inc.",MSY,"New Orleans, LA: Louis Armstrong New Orleans International",268,43,16,6,14,1,6,13,1,2589,929,498,618,55,489
2021,2,AA,"American Airlines Inc.",MTJ,"Montrose/Delta, CO: Montrose Regional",80,12,5,2,4,0,2,8,1,3740,2101,179,285,0,1175
2021,2,AA,"American Airlines Inc.",MYR,"Myrtle Beach, SC: Myrtle Beach International",34,3,2,0,0,0,1,0,0,188,90,0,12,0,86
2021,2,AA,"American Airlines Inc.",OGG,"Kahului, HI: Kahului Airport",117,19,11,4,1,0,4,3,0,2554,2054,251,28,0,221
2021,2,AA,"American Airlines Inc.",OKC,"Oklahoma City, OK: Will Rogers World",56,8,4,1,1,0,2,10,0,1200,335,643,44,0,178
2021,2,AA,"American Airlines Inc.",OMA,"Omaha, NE: Eppley Airfield",56,4,1,0,1,0,2,0,0,180,39,0,16,0,125
2021,2,AA,"American Airlines Inc.",ONT,"Ontario, CA: Ontario International",119,17,9,2,4,0,2,17,0,1260,662,236,180,0,182
2021,2,AA,"American Airlines Inc.",ORD,"Chicago, IL: Chicago O'Hare International",1680,234,69,16,86,1,62,29,2,19429,6367,2342,4561,40,6119
2021,2,AA,"American Airlines Inc.",ORF,"Norfolk, VA: Norfolk International",107,13,8,0,4,0,1,4,0,1416,1257,0,114,0,45
2021,2,AA,"American Airlines Inc.",PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",276,32,13,2,11,0,6,10,0,1735,642,210,600,0,283
2021,2,AA,"American Airlines Inc.",PDX,"Portland, OR: Portland International",162,31,8,5,16,0,2,12,0,1254,232,328,515,0,179
2021,2,AA,"American Airlines Inc.",PHL,"Philadelphia, PA: Philadelphia International",1086,121,43,11,32,2,33,20,2,7914,3836,579,1051,56,2392
2021,2,AA,"American Airlines Inc.",PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2267,251,83,26,100,3,41,49,1,20538,6357,5306,2907,76,5892
2021,2,AA,"American Airlines Inc.",PIT,"Pittsburgh, PA: Pittsburgh International",112,11,6,4,0,0,1,12,0,562,207,313,15,0,27
2021,2,AA,"American Airlines Inc.",PSP,"Palm Springs, CA: Palm Springs International",94,13,4,1,5,0,3,11,0,732,180,53,191,0,308
2021,2,AA,"American Airlines Inc.",PVD,"Providence, RI: Theodore Francis Green State",52,4,2,0,0,0,2,2,0,192,125,0,15,0,52
2021,2,AA,"American Airlines Inc.",PWM,"Portland, ME: Portland International Jetport",40,2,2,0,0,0,0,2,0,66,66,0,0,0,0
2021,2,AA,"American Airlines Inc.",RDU,"Raleigh/Durham, NC: Raleigh-Durham International",253,30,12,5,7,0,6,10,0,1587,708,198,314,0,367
2021,2,AA,"American Airlines Inc.",RIC,"Richmond, VA: Richmond International",28,3,1,2,0,0,0,1,0,1252,41,1132,0,0,79
2021,2,AA,"American Airlines Inc.",RNO,"Reno, NV: Reno/Tahoe International",107,8,3,3,2,0,1,6,0,634,220,177,92,0,145
2021,2,AA,"American Airlines Inc.",RSW,"Fort Myers, FL: Southwest Florida International",317,50,15,3,24,1,7,13,1,2307,696,189,764,21,637
2021,2,AA,"American Airlines Inc.",SAN,"San Diego, CA: San Diego International",354,39,17,6,10,1,5,25,0,2232,988,331,291,40,582
2021,2,AA,"American Airlines Inc.",SAT,"San Antonio, TX: San Antonio International",283,23,11,1,8,0,3,47,1,1484,861,16,352,0,255
2021,2,AA,"American Airlines Inc.",SAV,"Savannah, GA: Savannah/Hilton Head International",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,AA,"American Airlines Inc.",SEA,"Seattle, WA: Seattle/Tacoma International",283,55,19,4,22,0,9,21,0,3285,1480,275,706,0,824
2021,2,AA,"American Airlines Inc.",SFO,"San Francisco, CA: San Francisco International",363,43,14,6,14,1,8,25,1,2604,605,410,440,19,1130
2021,2,AA,"American Airlines Inc.",SJC,"San Jose, CA: Norman Y. Mineta San Jose International",125,13,7,1,4,0,1,11,0,601,431,45,109,0,16
2021,2,AA,"American Airlines Inc.",SJU,"San Juan, PR: Luis Munoz Marin International",327,42,19,4,12,2,4,6,2,2037,966,136,517,52,366
2021,2,AA,"American Airlines Inc.",SLC,"Salt Lake City, UT: Salt Lake City International",205,43,16,6,17,0,4,10,0,1796,629,442,576,0,149
2021,2,AA,"American Airlines Inc.",SMF,"Sacramento, CA: Sacramento International",211,23,9,3,9,0,1,14,0,1216,525,257,324,0,110
2021,2,AA,"American Airlines Inc.",SNA,"Santa Ana, CA: John Wayne Airport-Orange County",230,23,9,2,8,0,5,20,0,1116,499,73,269,0,275
2021,2,AA,"American Airlines Inc.",SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",44,2,2,0,0,0,0,0,0,68,62,0,6,0,0
2021,2,AA,"American Airlines Inc.",STL,"St. Louis, MO: St Louis Lambert International",220,27,9,5,8,0,5,10,0,1401,370,390,428,0,213
2021,2,AA,"American Airlines Inc.",STT,"Charlotte Amalie, VI: Cyril E King",207,25,9,3,12,0,0,2,0,1349,561,204,558,0,26
2021,2,AA,"American Airlines Inc.",STX,"Christiansted, VI: Henry E. Rohlsen",84,6,5,0,1,0,1,0,0,190,137,0,15,0,38
2021,2,AA,"American Airlines Inc.",SYR,"Syracuse, NY: Syracuse Hancock International",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,AA,"American Airlines Inc.",TPA,"Tampa, FL: Tampa International",475,66,28,7,24,0,7,16,1,3492,1340,507,836,0,809
2021,2,AA,"American Airlines Inc.",TUL,"Tulsa, OK: Tulsa International",140,17,8,1,3,0,6,18,0,941,335,31,102,0,473
2021,2,AA,"American Airlines Inc.",TUS,"Tucson, AZ: Tucson International",147,17,8,4,4,0,1,22,0,980,296,486,149,0,49
